Delta_passing_attempts	Delta_passing_completions	Delta_passing_yards	Delta_passing_rating	Delta_passing_touchdowns	Delta_passing_interceptions	Delta_passing_sacks	Delta_passing_sacks_yards_lost	Delta_rushing_attempts	Delta_rushing_yards	Delta_rushing_touchdowns	Delta_receiving_targets	Delta_receiving_receptions	Delta_receiving_yards	Delta_receiving_touchdowns	Delta_kick_return_attempts	Delta_kick_return_yards	Delta_kick_return_touchdowns	Delta_punt_return_attempts	Delta_punt_return_yards	Delta_punt_return_touchdowns	Delta_defense_sacks	Delta_defense_tackles	Delta_defense_tackle_assists	Delta_defense_interceptions	Delta_defense_interception_yards	Delta_defense_interception_touchdowns	Delta_defense_safeties	Delta_point_after_attemps	Delta_point_after_makes	Delta_field_goal_attempts	Delta_field_goal_makes	Delta_punting_attempts	Delta_punting_yards	Delta_punting_blocked	Delta_Score
7.4	8.8	96.4	-40.34	0.8	0.4	1.4	10.4	-7.4	-56.4	-1.6	8.6	7.4	96.4	0.8	0.2	-37.8	-0.4	0.6	-6.2	0	-1.4	0	0	-0.4	18.6	0	0	-0.6	-0.8	1.4	1.2	-0.8	-28.6	0	6
10.2	11.6	124.8	-16.54	1.2	0.4	1.6	11.4	-4	-54	-1.8	11.6	10.2	124.8	1.2	-0.4	-53	-0.4	1	-6.6	0	-1.6	0	0	-0.4	11	0	0	-0.6	-0.8	1	1	-1.4	-63	0	7
6.6	5.4	79.8	-16.02	1.2	0.4	1	6.4	-1.4	-19	-1	5.6	6.6	79.8	1.2	0	-42.6	-0.4	0.2	-11.6	0	-1	0	0	-0.4	17.2	0	0	0	0	0	0	-0.8	-27.2	0	-2
2.8	1.2	36.4	-4.40000000000002	0.8	0.4	0.6	4.6	2.8	7.4	-0.6	1.2	2.8	36.4	0.8	0.4	-16	-0.2	0.4	-8.4	0	-0.6	0	0	-0.4	17.2	0	0	0.2	0.2	0	-0.2	-0.6	-28.6	0.2	-3
3.4	-0.4	27.4	2.75999999999998	1	0	0	1.2	10.4	22.4	-0.4	-0.6	3.4	27.4	1	0	-8.8	0	-1.2	-42.4	-0.2	0	0	0	0	15.6	0	0	0.2	0.2	0.6	0	0.2	4.8	0.2	-1
0.8	1	-15.8	-6.50000000000002	0.4	0.4	0.6	5.6	4.8	8	0	0.6	0.8	-15.8	0.4	1	26	0	-2.2	-47.8	-0.2	-0.6	0	0	-0.4	9.6	0	0	-0.2	-0.2	-0.2	-0.6	0.8	25.8	0.2	-17
0	-0.2	-21.4	-5.22000000000002	0.2	0.2	-0.4	-3.6	4.4	21	0.2	-1	0	-21.4	0.2	1.6	40	0	-2	-42.8	-0.2	0.4	0	0	-0.2	13	0	0	-0.2	-0.2	-0.2	-0.6	0.6	15.6	0.4	7
0.6	1.6	-13	-5.70000000000002	0	-0.2	-1	-7	5.2	12	0.2	0.6	0.6	-13	0	0.4	9.2	0	-1.4	-30.2	-0.2	1	0	0	0.2	13.8	0	0	-0.4	-0.4	1	0.4	0.6	3	0.4	6
1.2	3	-15.4	-12.46	-0.4	-0.2	-0.8	-5.2	0.8	3.4	0	2	1.2	-15.4	-0.4	0.2	-2.2	0	-1.8	-36.6	-0.2	0.8	0	0	0.2	11	0	0	-0.8	-0.8	1	0.4	0.8	28.2	0.2	-17
-0.6	2.2	-29.4	-30.04	-0.8	0.8	-0.8	-5.4	-3.2	7.4	0	1.4	-0.6	-29.4	-0.8	0.2	-6.4	0	-1	-8.8	0	0.8	0	0	-0.8	-7	0	0	-0.6	-0.6	0.6	0.2	0.2	5	0.2	3
0.2	1	-14.8	5.41999999999998	-0.6	0	-1.4	-12.6	-0.8	17.2	0.2	0.2	0.2	-14.8	-0.6	-0.6	-20.6	0	-0.2	15.4	0.2	1.4	0	0	0	-0.8	0	0	0	0	1	0.4	-0.4	-25.8	0.2	7
-0.2	1.4	-17	9.53999999999998	-1	0.8	-0.8	-5	-3.6	-8.2	0.2	0.6	-0.2	-17	-1	0.2	8	0	0.2	19.8	0.2	0.8	0	0	-0.8	-4.4	0	0	-0.2	-0.2	0.4	-0.2	-0.2	-11.6	0	-15
-1.4	-1.4	-21.8	46.8	-0.4	0.4	-0.6	-5.2	-0.4	11.4	-0.2	-2.2	-1.4	-21.8	-0.4	0.4	20.2	0	0.6	22	0.2	0.6	0	0	-0.4	-7.4	0	0	0	0	0	-0.4	-0.2	-15.4	0	10
0.8	-0.2	33.6	80.56	0.2	0.6	-0.8	-5.8	3	4.4	-0.2	-0.4	0.8	33.6	0.2	1	36	0	1.2	15.6	0.2	0.8	0	0	-0.6	-4.6	0	0	0.4	0.4	0	-0.2	-0.6	-53.8	0	-6
0	-2.6	3	84.92	0.2	0.2	-0.8	-7	3.8	4.6	-0.2	-2.4	0	3	0.2	0.8	52.6	0	1.2	11.8	0.2	0.8	0	0	-0.2	18	0	0	0.8	0.8	-0.4	-0.4	0	-33.2	0	6
0.6	-1.2	17.6	67.72	0.6	0.4	-0.8	-3.6	5	-4	-0.6	-1.2	0.6	17.6	0.6	1.4	60.6	0	0.2	-14.8	0	0.8	0	0	-0.4	17	0	0	0.6	0.6	-0.4	-0.2	0.8	11.4	0	3
3.6	2	46.8	63.6	1.2	-0.4	-1.4	-9.4	7.6	22.4	-0.4	2.2	3.6	46.8	1.2	0	6.8	0	0.4	-10.6	0	1.4	0	0	0.4	33.2	0	0	1.6	1.6	0.4	0.4	0.4	-21.8	0	29
5.2	2.4	93.2	53.62	1.4	-0.2	-1	-6.8	5	6	-0.2	2.6	5.2	93.2	1.4	-0.2	1.8	0	0.2	-19	0	1	-1	-1	0.2	35.4	0	0	2	2	0.2	0.2	-0.2	-35.4	0	21
6.2	4	49.6	12.78	1.4	-0.8	-2.2	-16	8.6	22	0.4	4	6.2	49.6	1.4	-1.8	-28.6	0	-0.2	-14.4	0	2.2	-6.8	-1	0.8	35.6	0	0	2.6	2.6	0.4	0.4	-0.2	-22.2	0	24
6.4	4.6	59.6	7.93999999999998	1.2	-0.4	-2.4	-16.2	6.8	7.6	0.4	4.4	6.4	59.6	1.2	-1.8	-42.2	0.2	0.2	-5.4	0	2.4	-4.8	-1.4	0.4	16.2	0	0	2.2	2.2	0.2	0.4	-1	-59.6	-0.2	6
7.6	3	71	17.86	1.2	-0.6	-2	-13.8	4	-0.2	0.6	3.4	7.6	71	1.2	-2.4	-69.2	0	0.6	2.8	0	2	-7.2	-1.8	0.6	24.8	0	0	2	2	0.4	0.6	-1.2	-78.8	-0.2	5
7	5	69.2	1.79999999999999	0.4	-0.2	-1.4	-10.2	0	-22.4	0.6	4.8	7	69.2	0.4	-1	-38.6	0	0.4	-1.8	0	1.4	-6.2	-1.2	0.2	6.2	0	0	0.6	0.6	0.6	0.6	-1	-64.2	-0.2	-8
6.8	5.2	40	-20.5	-0.2	-0.2	-1.4	-9.2	-2	-28.6	0.8	5	6.8	40	-0.2	-1	-41.8	0	0	-8.4	0	1.4	-4.6	1.6	0.2	21.2	0	0	0.6	0.6	0.6	0.8	-0.2	-37.8	-0.2	24
8	8.2	64.6	0.399999999999989	-1	0.2	-0.2	1.6	-12.8	-75.6	0.4	8	8	64.6	-1	1	-1	0	0.4	-17.2	-0.2	0.2	3.8	2.6	-0.2	21.4	0	0	-0.6	-0.6	0.2	0.6	0.2	-19.4	-0.2	-21
8.4	8.8	100.8	31.9	-0.4	-0.2	0.2	2.2	-14	-66.2	0.2	8.4	8.4	100.8	-0.4	0.6	-24.8	-0.2	0.2	-18.8	-0.2	-0.2	3.4	3.6	0.2	28.6	0	0	-0.4	-0.4	0.6	1	0.4	-6	0	13
4.4	6.8	93	23.92	-0.6	0	-0.4	0.4	-11.4	-46.4	0.2	6.4	4.4	93	-0.6	1.4	2.8	0	0	-26	-0.2	0.4	7	2.8	0	20.6	0	0.2	0	0	0.2	0.4	0.4	6.6	0	6
1.8	-0.8	51.6	43.06	0	-0.4	-0.4	-0.2	-6.8	-32.6	0	-0.8	1.8	51.6	0	0.6	4.4	0	0	-21.4	-0.2	0.4	4.6	2.2	0.4	28.6	0	0.2	0.8	0.6	-0.4	0.2	1.4	41.2	0	7
3	2.8	57.2	42.5	0	0	-0.6	-0.2	-7.8	-24.4	-0.4	2.2	3	57.2	0	1.4	22.8	0	0.2	-14.8	-0.2	0.6	4.8	-0.2	0	11.2	0	0.2	0	-0.2	-0.2	0.2	0.8	25.2	0	-4
0.4	0	22.2	42.3	0	0	0	4	-4.2	-5.6	-0.4	-0.6	0.4	22.2	0	0.8	9	0	0.2	0.6	0	0	2.6	-2.2	0	15.8	0	0.2	0	-0.2	-0.2	0.2	0.8	31.2	0	-21
-1.4	-1.4	-10.8	15.88	-0.4	0	0.2	6.6	-3.4	-10.6	-0.2	-2	-1.4	-10.8	-0.4	1.6	26.4	0	-0.6	-23.2	0	-0.2	4	-3.6	0	18.4	0	0.2	0	-0.2	-0.6	-0.2	1.4	73	0	7
4	6.4	5.2	-5.72000000000002	-0.2	1.2	1	10.6	-9.6	-51	-0.4	5.2	4	5.2	-0.2	1	31.2	0	-0.2	-20.4	0	-1	4.6	-1	-1.2	9.4	0	0	-0.4	-0.6	-1	-0.4	0.8	53.2	0	-13
5.8	7.2	26.2	-26.9	-0.2	1	0.2	7.2	-10.6	-60.4	-0.2	5.8	5.8	26.2	-0.2	0.6	17.2	0	-0.2	-28.2	0	-0.2	5.2	-0.8	-1	8.4	0	0	-0.4	-0.4	-0.8	-0.4	0	40.8	0	11
2.6	2	12.4	-12.82	0	0.2	-0.2	2.4	-8	-54	0	1.2	2.6	12.4	0	-0.2	8.6	0	-0.2	-18	0	0.2	6	1.2	-0.2	16.4	0	0	0	0	-0.6	-0.2	-0.2	15.2	0	13
1.8	-0.6	48.8	-12.98	0.8	-0.6	-1.4	-6.6	-2	-29.2	0.4	-1.2	1.8	48.8	0.8	-1.6	-12.6	0	0	-30.2	0	1.4	4	1.6	0.6	19.6	0	0	1.2	1.2	-0.4	-0.2	-0.4	-8.4	0	21
3	2.2	42	-5.96000000000002	0.8	0	-1.8	-9	-5	-41.2	0	1.6	3	42	0.8	-1.2	-1.8	0	0.6	-13	0	1.8	4.6	1.8	0	9.8	0	0	0.4	0.4	-0.4	-0.4	-0.4	-21.2	0	-26
-0.8	-5.8	2.8	17.8	0.8	-1.2	-2.8	-14.2	1	7.4	0	-5.6	-0.8	2.8	0.8	-1.6	-21	0	0.6	-8.2	0	2.8	2.2	0.6	1.2	17	0	0	0.6	0.6	0	0	0	-11	0	6
-2.2	-4.4	-25.6	28.76	0.8	-0.8	-2.2	-11.6	-1.6	13	-0.4	-4.2	-2.2	-25.6	0.8	-1.2	-4.6	0.2	0.8	-0.2	0	2.2	5.6	0.8	0.8	15.4	0	0	0.4	0.4	-0.8	-0.2	0.2	-17	0	1
-1.8	-3.8	-48.6	29.7	0.2	-0.8	-1	-4.2	-2.2	-6	-0.4	-3.8	-1.8	-48.6	0.2	-1	-4	0.2	1	-13.2	0	1	2.8	0.2	0.8	10.6	0	0	0.4	0.4	-1.2	-0.4	1.2	31.8	0	10
-1.4	-2	-71.6	26.14	0.2	0.6	-0.8	-6.4	-5.8	-21.2	-0.8	-2.2	-1.4	-71.6	0.2	0.2	16.2	0.2	1.2	3.6	0	0.8	5.4	2	-0.6	-15	0	0	-0.2	-0.2	-1.6	-0.6	0.6	15.6	0	-3
-1.4	-1.4	-63.8	-1.36000000000002	0.2	0.2	0	0.8	-5.2	-22.8	-0.6	-1.6	-1.4	-63.8	0.2	1	43.8	0.2	1	-2	0	0	4.4	3.4	-0.2	-9.8	0	0	0	0	-2.4	-1.2	1.2	37.4	0	-18
-0.6	2.8	-41.6	-9.92000000000002	-0.2	0.4	0.8	4.2	-13	-85.8	-0.8	2.2	-0.6	-41.6	-0.2	2.2	66	0.2	0.8	-13	0	-0.8	11	5.4	-0.4	-8.6	0	0	-0.6	-0.6	-2.8	-1.2	2	77	0	-21
-1	4.4	-22.8	-0.820000000000016	-0.4	0.6	1.4	8.4	-15	-85.8	-0.8	4	-1	-22.8	-0.4	2.6	65.2	0	0.6	-25.4	0	-1.4	12.6	6.6	-0.6	-14.2	0	0	-1	-1	-2.2	-1.2	2.2	82.4	0	-13
-0.6	5.8	-5.8	1.53999999999999	0	0.4	0.6	3.4	-14.8	-61.2	-0.4	5.4	-0.6	-5.8	0	1.6	30.6	0	1	-13.8	0	-0.6	13.2	6.4	-0.4	6.6	0	0	-0.6	-0.6	-1.6	-0.8	1.8	53.6	0	30
-4.2	0.4	-19.8	-12.96	-0.4	-0.8	0	2.2	-16	-68.4	-0.6	-0.2	-4.2	-19.8	-0.4	1.4	28.2	0	0.8	-18.6	0	0	17.4	4.6	0.8	43.6	0	0	-0.4	-0.6	-1	-0.6	2.4	72.4	0	1
-4.8	-2.6	-29.6	8.73999999999998	-0.4	-1	-1	-4.8	-13	-49.6	-0.4	-3.2	-4.8	-29.6	-0.4	0.2	-0.2	0	0.6	5.2	0.2	1	16.6	4.4	1	41.6	0	0	0.2	0	0.2	0.2	1	16.4	0	7
-7.2	-6.2	-59.8	2.65999999999998	-0.6	-0.8	-0.4	-3.2	-4.2	20.4	0.2	-7.6	-7.2	-59.8	-0.6	-1	-23.6	0	0.6	14.6	0.2	0.4	8.6	2.4	0.8	41.6	0	0	0.6	0.4	0.8	0.4	0	-27.6	0	-4
-7.4	-7.2	-69.8	-12.86	-0.8	-0.8	-0.8	-3.8	-2.6	19.6	0.6	-8.6	-7.4	-69.8	-0.8	-1.2	-29	0	0.2	18	0.2	0.8	7	1.2	0.8	42.4	0	-0.2	0.6	0.4	0.6	0.2	-0.2	-25.6	0	-12
-7.2	-6.8	-72.4	-23.34	-0.6	-0.4	-0.8	-0.2	-6.8	-12.2	0.2	-8.2	-7.2	-72.4	-0.6	-0.2	4.2	0	-0.4	25.8	0.4	0.8	11.2	2.4	0.4	20.8	0	-0.4	0.2	0	-0.4	-0.6	-0.4	-21.8	0	6
-7.2	-7.8	-74.2	-5.74000000000001	-0.4	0	0	1.2	-3.2	11.4	0.6	-8.6	-7.2	-74.2	-0.4	-0.4	-13	0	-1	22.8	0.4	0	8	2.4	0	1.2	0	-0.4	0	0	-1	-0.6	-0.2	7.4	0	6
-5.6	-7.4	-29.8	15.02	0.2	0.6	-0.2	-1.4	-2.4	-0.6	0.4	-8.2	-5.6	-29.8	0.2	-1.2	-35.2	0	-0.4	-2.8	0.2	0.2	7	4.2	-0.6	-5.2	0	-0.4	0.2	0.2	-2.2	-1.4	0.2	14	0	2
-2.2	-3.2	4.4	20.66	0.6	0.6	-0.4	-1.2	-5	-30.2	0.2	-3.2	-2.2	4.4	0.6	-0.6	-23	0	-0.4	-3.8	0.2	0.4	7.2	5	-0.6	-6.2	0	-0.4	0.4	0.4	-2.2	-1.4	0.4	29.4	0	3
-0.4	-1.2	32	27.24	0.8	0.4	-0.8	-6.2	-3.8	-36	0	-1.2	-0.4	32	0.8	-0.8	-31.2	0	-0.2	9.8	0.2	0.8	6.8	2.6	-0.4	-1	0	-0.2	0.6	0.6	-1.6	-0.6	0	8.2	0	3
0.6	-0.6	51	50.16	0.6	0.6	-1	-9.6	-2.8	-34.4	0.2	-0.4	0.6	51	0.6	-0.8	-48.4	0	-0.4	-13	0	1	7.2	-1	-0.6	2.2	0	0	0.6	0.6	-1.6	-0.6	0.4	33.6	0	4
3	0.2	62.4	59.74	1	0.6	-1.4	-5.4	-1.2	-42.8	0	0.2	3	62.4	1	-1.2	-50	0	0.6	-2.4	0	1.4	3.8	-1.6	-0.6	2.2	0	0	1.2	1.2	-1.2	-0.6	0.2	8.2	0	21
3.2	3.2	19.2	34.56	0.8	0.2	0	1.8	-4.4	-47.4	0	3.2	3.2	19.2	0.8	0	-16.6	0	0.8	9.2	0	0	4.4	-3.6	-0.2	0.2	0	0	1.2	1.2	-0.6	0	1	60.2	0	3
0.8	0.8	5.8	37.34	1	0.2	0.2	1.8	-4	-34.8	-0.4	0.6	0.8	5.8	1	-0.6	-27	0	1	15.8	0	-0.2	6.4	-5	-0.2	-3	0	-0.2	1	1	-0.2	0.2	0.4	34.8	0	-3
3.4	6.4	7.6	20.04	0.4	0.4	0.6	6	-7.4	-46.6	-0.4	6.2	3.4	7.6	0.4	-1	-33.2	0	1	2.8	0	-0.4	4.8	-2.6	-0.4	-6.2	0	-0.2	0.4	0.4	-0.2	0	1	58.8	0	-21
7.6	12.8	16.6	-25.58	0	1	1	7.8	-7	-52	-0.2	12.8	7.6	16.6	0	-0.2	-3.6	0	1	13.6	0	-0.8	-0.8	-2	-1	-35.6	0	-0.2	-0.2	-0.2	0	0.2	0.8	54	0	-14
5.6	9.6	-12.8	-33.94	-0.4	0.6	1.2	4.4	-8.2	-46.2	0.2	10.2	5.6	-12.8	-0.4	0.2	8	0	1.2	17.2	0	-1	2	-0.8	-0.6	1.8	0	-0.2	0	0	0	0.2	0.8	51.8	0	28
8.2	12.8	28.6	-27.52	-1	1	1	6	-8.2	-59.2	0.2	13.6	8.2	28.6	-1	-0.2	-8	0	0.2	14	0	-0.8	-1.6	-0.4	-1	-2.8	0	-0.2	-1	-1	0.6	0.8	-0.2	1.8	0	-15
8.4	13	22	-11.06	-1.4	1	0.4	3.6	-6.6	-55	0.8	13.8	8.4	22	-1.4	0	-5.2	0	0	10.4	0	-0.2	-1.8	-0.4	-1	-11.8	0	0	-1.2	-1.2	0.4	1.2	0.4	11	0	4
5.2	4.2	-16.2	8.47999999999998	-0.6	0.8	-0.6	-4.2	-1	-34.8	1	5	5.2	-16.2	-0.6	0	-8	0	0.4	22	0	0.6	-2.2	-1.6	-0.8	-0.4	0	0	-0.2	-0.2	0.4	1.2	0	-5.6	0	16
3	0.6	-33	18.36	-0.6	0.6	0.2	1.4	-1.6	-36	0.6	1	3	-33	-0.6	-0.2	-7.4	0	-0.2	9.6	0	-0.2	-2	0.4	-0.6	16.4	0	0	-0.4	-0.4	0.8	1.4	0.2	3.2	0	-12
0.8	-2.2	-30.4	27.96	-0.4	0.4	0.2	1.4	0.2	-4.2	0.4	-2	0.8	-30.4	-0.4	-0.6	-19	0	-1	-7.4	0	-0.2	-2.8	0.8	-0.4	-12.4	0	0	-0.8	-0.8	0.8	1.4	0.2	8.6	0	14
-2.8	-9	-42.4	23.22	-0.4	0.2	-0.8	-11	4.6	24.6	0.6	-8.8	-2.8	-42.4	-0.4	-1.2	-32.4	0	0.4	6.4	0	0.8	-1.4	0.6	-0.2	-2.6	0	0	-0.2	-0.2	0.6	1.2	0	-22.8	0	3
-1.4	-10	-9.6	25.14	0	-0.2	-0.4	-6.8	6.6	25	0.6	-9.6	-1.4	-9.6	0	-1.8	-50.8	0	1	9.4	0	0.4	-5.4	0.4	0.2	15	0	0	1	1	1	1	-0.6	-43.6	0	29
1.2	-6.8	34.6	36.02	0	-0.6	0	-3.2	7.6	27.4	0.6	-6.4	1.2	34.6	0	-2.2	-62.8	0	1	7	0	0	-7.6	-1.2	0.6	9.4	0	0	1.2	1.2	1.2	0.8	-0.8	-58	0	20
0.2	-7	49.4	42	0.4	-0.8	-1	-10.8	10.2	48.4	0.6	-6.2	0.2	49.4	0.4	-2.4	-78.2	0	1.2	2.6	0	1	-5.8	-2.2	0.8	18	0	0	1.8	1.8	1	0.4	-1.6	-94.6	0	-3
5	1.8	88.4	34.74	0.4	-0.4	-0.4	-6.6	7.4	25	0.2	2	5	88.4	0.4	-1.4	-57.6	0	0.8	5.4	0	0.4	-7.6	-3.4	0.4	11.8	0	0	1	1	1.2	0.6	-2.2	-108	0.2	1
3.4	3.4	82.2	54.26	0.8	-0.6	-0.2	-1.2	6.6	21.2	0	3.8	3.4	82.2	0.8	-1.2	-50.4	0	0	-8.2	0	0.2	-4.4	-3.8	0.6	11.8	0	0	1	1	1.6	1	-2.4	-94.4	0.2	9
3	4.8	31.2	38.7	0.6	-1	-0.8	-7.6	4.8	13.6	-0.2	4.8	3	31.2	0.6	-0.4	-27.8	0	-0.2	-7.8	0	0.8	-3.6	-3.8	1	20.2	0	0	0.4	0.4	1	0.6	-1.4	-57.6	0.2	10
-2.4	-0.2	-2.8	28.96	0.4	-1	-0.2	-4.2	1.8	4.4	-0.2	0	-2.4	-2.8	0.4	0	-12	0	-0.2	-10	0	0.2	1	0.2	1	26	0	0	0	0	0.6	0.6	-0.8	-33	0.2	4
-1.6	-1	-0.2	64.8	0.4	-1.4	-0.6	-6.8	2	-4	-0.2	-1	-1.6	-0.2	0.4	0	-8.4	0	0	-0.6	0	0.6	-0.8	-0.2	1.4	24	0	0	0.4	0.4	1	1	-0.4	-18.4	0.2	17
-1.6	-0.8	11.2	63.86	0.6	-1	-1.8	-12.6	3	-25.8	0	-0.6	-1.6	11.2	0.6	-0.6	-19.2	0	0.4	0.4	0	1.8	0.2	0.8	1	13.2	0	0	1.2	1.2	0.4	0.4	-0.2	-25.2	0	8
-1.8	-2	-1.4	43.42	0.4	-1.2	-2.2	-13.8	5.4	-23.2	0	-2.2	-1.8	-1.4	0.4	-0.8	-27.6	0	0.2	2	0	2.2	-2.6	2.2	1.2	18.4	0	0	0.8	0.8	1	0.4	0.4	-3	0	3
-3.2	-0.6	-5.2	17.22	0	-0.4	-1.4	-7.6	0.4	-71.2	-0.6	0.2	-3.2	-5.2	0	-0.4	-20.6	0	-0.4	-3	0	1.4	3.2	3	0.4	-5	0	0	-0.4	-0.4	0.6	0.6	1	36.2	0	-29
-2.2	0.2	1.6	22.16	0.4	-0.2	-1.8	-7.8	1.8	-50.2	-0.6	0.8	-2.2	1.6	0.4	-0.2	-8.8	0	-0.4	1.4	0	1.8	2.8	2.2	0.2	-14.6	0	0	0	0	0.2	0.2	0.6	22.6	0	12
-2.2	0.6	28.4	7.83999999999998	0.8	-0.6	-1.4	-5.2	3.4	-34.6	-0.4	1	-2.2	28.4	0.8	-0.8	-19.2	0	0.2	-4	0	1.4	3	0.6	0.6	2.4	0	0.2	0.6	0.6	0	0.2	0.4	2.2	0	40
-0.2	4.6	40	-6.16000000000002	0	-0.6	0	0.8	1	-34.4	-0.4	4.8	-0.2	40	0	-1.6	-38.6	0	1.2	4.8	0	0	1	-0.4	0.6	10.8	0	0.2	-0.2	-0.2	1.2	1.4	-0.6	-48.2	0	-2
0.8	4.2	55.4	1.91999999999998	0.2	-0.6	0.4	-0.2	0.2	-18.4	-0.2	4.4	0.8	55.4	0.2	-1.2	-27	0	2	6.6	0	-0.4	1.2	-2.6	0.6	5.6	0	0.2	0.4	0.6	0.6	1	-1.2	-71	0.2	8
1	0	80.4	27.26	1	-0.4	-0.6	-8.2	3.4	25.8	0	-0.6	1	80.4	1	-1.4	-29.2	0	2.4	10.2	0	0.6	-1.4	-2	0.4	11.6	0	0.2	1.4	1.6	1	0.8	-2.4	-128.4	0.2	3
3.2	3	85	21.26	0.8	-0.2	-0.4	-8.8	3.4	17.6	-0.4	3	3.2	85	0.8	-1.8	-49.8	0	2.2	8.4	0	0.4	-3.6	-3.2	0.2	9.6	0	0.2	0.8	1	1.8	1.6	-2.2	-117.4	0.2	3
1.6	0.2	59	12.42	0.6	0.4	-1.6	-20.6	1.8	14.4	-0.4	0.2	1.6	59	0.6	-1.4	-38.6	0	2	14.8	0	1.6	-1	-0.4	-0.4	-5.8	0	0	0.8	1	1.8	1.6	-2.2	-108.8	0.2	30
-1.4	-2	20.4	-6.78000000000002	0.6	0.8	-2	-24.4	-1.8	1	-0.6	-1.8	-1.4	20.4	0.6	-0.4	-14.8	0	0.4	-19.8	0	2	5.4	0.6	-0.8	-17	0	0	0.6	0.8	0.4	0.2	-0.2	-9.4	0.2	-30
0	-0.4	33.4	-12.22	0.6	1.2	-1.4	-18.2	-4.8	-37	-0.6	0	0	33.4	0.6	-0.4	-17.2	0	-0.2	-19.6	0	1.4	5.6	1.2	-1.2	-16.8	0	0	0.4	0.4	0	0	0.2	17	0	6
0.4	2	34.4	-14.78	0.4	0.8	-0.8	-11.6	-6.6	-36.4	-0.2	2.6	0.4	34.4	0.4	0	-14.6	0	-0.6	-25.2	0	0.8	8.2	0.2	-0.8	-12.2	0	0	0.6	0.6	-0.6	-0.8	1	46.8	0	-2
-1.4	-1.4	53.8	8.35999999999999	0.6	0	-1	-14.4	-5.8	-37.4	0.2	-1.2	-1.4	53.8	0.6	0.2	-4.4	0	-1.4	-33.2	0	0.8	8.6	1.6	0	9.4	0	0	1.2	1.4	-0.6	-0.6	0.8	37.8	0	33
-0.2	2.2	42.8	-3.58000000000002	0.2	0.6	0.6	0.2	-5.4	-26	0	2.2	-0.2	42.8	0.2	0.6	1	0	-1.2	-39.8	0	-0.8	5	0.4	-0.6	10.4	0	0	0	0.2	-0.6	-0.6	0.8	35.4	0	-4
1	-0.4	49.2	47.36	0.8	-0.4	0.2	0.2	3.4	25.2	0.8	-0.4	1	49.2	0.8	0.4	-2.4	0	0	-10.8	0	-0.4	-1.6	-0.8	0.4	24.8	0	0	1.4	1.6	-0.2	-0.2	-0.4	-22.2	0	25
1.8	2.6	55	44.26	0.6	-0.6	0.4	0.2	7.6	60.2	0.8	2.6	1.8	55	0.6	0.2	-4.6	0	1	-6.6	0	-0.6	-6	-1.6	0.6	24.6	0	0	1.4	1.6	0	-0.2	-0.8	-60	0.2	0
4.4	5.6	86.8	41.6	0.4	-0.2	0	-2	9	62.4	0.8	5.2	4.4	86.8	0.4	0	-5.8	0	1.4	-7.6	0	-0.2	-9.4	-1.2	0.2	20.8	0	0	1.2	1.4	0.6	0.6	-2	-103.8	0.2	3
8	11	78.2	22.08	0.4	0.4	0.4	0.4	8.4	58.6	0.6	10.4	8	78.2	0.4	-0.4	-13.2	0	2	-1.2	0	-0.4	-12.6	-1.8	-0.4	-0.4	0	0	1	1	0.2	-0.2	-1.8	-97.2	0.2	8
4.4	6	52.2	22.16	0.2	-0.2	-0.2	-4.8	4.6	40.4	0.8	5.8	4.4	52.2	0.2	0.2	5	0	1.6	3.6	0	0.2	-5.4	-1.8	0.2	-0.2	0	0	1	1.2	-0.2	-0.8	-1.2	-68	0.2	-7
6.8	12.4	76.6	-10.58	0	0.2	1	3.4	-0.6	2.8	-0.2	12.2	6.8	76.6	0	0.4	9.4	0	0.6	-5	0	-1	-6.2	-2	-0.2	-3.4	0	0	-0.2	0	0.4	-0.4	-1	-57	0.2	-11
7.6	10.4	77.8	-4.54000000000001	0.2	0.2	1	4.4	-5.2	-22	-0.2	10.4	7.6	77.8	0.2	0.2	4.4	0	-0.4	-17.4	0	-1	-2	-2.8	-0.2	-0.2	0	0	-0.2	0	0	-0.6	-0.6	-31.6	0	3
3.2	2.6	31	-8.02000000000001	0.2	-0.4	1.2	5	-1.2	-3.4	0	3	3.2	31	0.2	0	4.2	0	-0.6	-16.4	0	-1.2	-1.2	-3.2	0.4	0	0	0	0.6	0.8	0	-0.6	-0.4	-18.2	0	5
1.8	3.8	32.2	-20.62	-0.4	-0.2	0.6	4.4	-2.2	-11.8	0.2	4.6	1.8	32.2	-0.4	0.2	4.2	0	0.4	-7	0	-0.6	1.4	-3.8	0.2	-0.4	0	-0.2	0	0.4	0	-0.4	-1.2	-57.8	0	-6
4.2	6.4	62.6	-11.94	0.4	-0.2	0.6	3.4	3	-5.6	-0.4	7.6	4.4	64	0.4	-0.6	-20	0	1	0.8	0	-0.6	-4.8	-3.2	0.2	-0.2	0	-0.2	-0.2	0	0.8	0.6	-1.8	-89.8	0	3
-1.4	-1.6	6.2	-11.9	0.4	0	-0.4	-3.2	0.4	-0.6	0.2	1.6	-1.2	7.6	0.4	-0.4	-11.6	0	0.6	1.6	0	0.4	-1.6	-2	0	-0.8	0	-0.2	0.4	0.6	-0.6	-0.4	-0.6	-34.2	0	-5
